floor,fee,management_fee,deposit,gratuity,madori,menseki,years_built,floors,walking_time_from_jr_akabane,sold
1,4.98,3000.0,7.7,8.1,14,11.372,7.0,2,10.0,0
8,5.3,5000.0,7.7,8.1,1,16.612,31.0,2,15.0,0
8,5.5,5000.0,5.5,8.1,14,16.612,31.0,2,15.0,0
1,5.0,3000.0,5.0,8.1,1,18.332,28.0,2,13.0,0
8,5.3,5000.0,5.3,8.1,1,15.752,29.0,2,16.0,0
1,5.3,5000.0,5.3,5.3,14,14.712,29.0,2,16.0,0
8,5.3,5000.0,5.3,5.3,14,14.712,29.0,2,16.0,0
8,5.5,5000.0,5.5,8.1,1,172.0,29.0,2,16.0,0
1,5.6,5000.0,5.6,8.1,14,172.0,29.0,2,16.0,0
1,5.7,5000.0,5.7,8.1,14,14.712,29.0,2,16.0,0
10,5.0,3000.0,5.0,8.1,1,16.462,33.0,5,13.0,0
1,5.2,2000.0,7.7,8.1,1,22.972,38.0,2,13.0,0
8,4.7,7000.0,7.7,4.7,1,19.872,20.0,3,13.0,0
8,5.0,7000.0,7.7,5.0,1,19.872,20.0,3,13.0,0
9,5.1,7000.0,7.7,5.1,1,19.872,20.0,3,13.0,0
8,5.0,5000.0,7.7,8.1,1,20.282,25.0,2,13.0,0
11,5.5,5000.0,7.7,8.1,14,17.612,36.0,5,12.0,0
8,5.7,5000.0,5.7,8.1,14,16.022,36.0,5,12.0,0
8,5.1,5000.0,7.7,5.1,1,20.282,19.0,2,13.0,0
9,5.1,5500.0,7.7,8.1,14,17.432,32.0,4,14.0,0
10,4.8,10000.0,4.8,8.1,14,17.162,32.0,4,14.0,0
9,5.7,5000.0,7.7,8.1,14,22.822,36.0,4,10.0,0
9,5.7,5000.0,7.7,8.1,1,22.822,36.0,4,10.0,0
9,5.0,3000.0,7.3,7.5,1,17.832,45.0,3,13.0,0
8,3.5,3000.0,7.3,7.5,11,9.882,45.0,3,13.0,0
8,5.0,5000.0,5.0,7.5,1,21.872,53.0,2,10.0,0
1,4.98,3000.0,7.3,7.5,11,11.372,7.0,2,14.0,0
1,4.98,3000.0,7.3,7.5,11,11.372,7.0,2,10.0,6
1,4.7,8000.0,4.7,7.5,1,16.512,7.0,3,12.0,0
1,5.1,8000.0,5.1,7.5,1,16.512,7.0,3,12.0,0
1,5.7,8000.0,5.7,7.5,1,16.512,7.0,3,12.0,0
8,6.5,1000.0,6.5,7.5,11,20.52,26.0,2,9.0,0
1,6.1,5000.0,6.1,7.5,1,19.82,26.0,2,9.0,0
8,6.2,5000.0,6.2,7.5,11,202.0,26.0,2,9.0,0
8,6.5,2000.0,6.5,7.5,1,19.82,26.0,2,9.0,0
1,6.0,3000.0,7.3,7.5,1,212.0,33.0,3,18.0,0
1,6.0,3000.0,7.3,7.5,1,21.452,33.0,3,18.0,0
8,5.6,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
8,5.7,7000.0,7.3,5.7,1,19.872,15.0,3,13.0,0
9,5.6,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
9,5.7,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
1,6.3,3000.0,7.3,7.5,11,17.462,19.0,4,13.0,6
9,6.5,3000.0,7.3,7.5,11,17.922,19.0,4,13.0,6
9,8.7,3000.0,7.3,7.5,1,33.112,19.0,4,13.0,6
8,6.3,3500.0,7.3,7.5,11,10.962,3.0,2,17.0,6
8,6.35,3500.0,7.3,7.5,11,10.562,3.0,2,17.0,6
8,6.4,3500.0,7.3,7.5,11,10.562,3.0,2,17.0,6
8,6.35,3500.0,7.3,7.5,11,10.962,3.0,2,17.0,6
8,6.45,3500.0,7.3,7.5,11,10.562,3.0,2,17.0,6
9,6.4,5000.0,7.3,7.5,1,19.692,21.0,6,18.0,6
1,7.0,5000.0,7.3,7.0,6,26.52,33.0,3,15.0,6
1,6.7,3000.0,6.7,6.7,1,22.352,18.0,2,13.0,6
8,6.9,3000.0,7.3,7.5,11,24.222,18.0,2,13.0,6
1,6.4,7000.0,7.3,6.4,1,20.282,18.0,3,13.0,6
12,7.0,6000.0,7.0,7.0,1,21.462,18.0,6,25.0,6
12,7.0,5000.0,7.0,7.0,1,21.462,18.0,6,25.0,6
10,6.3,10000.0,7.3,6.3,1,21.462,18.0,6,25.0,6
12,6.9,8000.0,6.9,7.5,1,23.062,18.0,6,25.0,6
12,7.0,6000.0,7.0,7.0,1,21.462,18.0,6,27.0,6
10,6.3,10000.0,7.3,6.3,1,21.462,18.0,6,27.0,6
12,6.9,8000.0,6.9,7.5,1,23.062,18.0,6,27.0,6
8,7.4,3000.0,7.4,7.5,1,232.0,21.0,3,6.0,6
1,7.0,3000.0,7.0,7.5,1,232.0,21.0,3,6.0,6
9,7.7,3000.0,7.7,7.7,1,232.0,21.0,3,6.0,6
9,7.2,2000.0,7.2,7.5,1,282.0,47.0,3,7.0,6
8,7.3,2000.0,7.3,7.5,1,282.0,47.0,3,7.0,6
8,7.0,4900.0,7.3,7.5,1,28.42,14.0,6,13.0,0
8,7.0,5005.0,7.3,7.5,1,28.42,14.0,6,13.0,0
11,7.3,4900.0,7.3,7.5,1,28.42,14.0,6,13.0,0
11,7.3,5005.0,7.3,7.5,1,28.42,14.0,6,13.0,0
1,7.2,3000.0,7.2,7.2,1,23.772,16.0,2,10.0,6
1,7.3,3000.0,7.3,7.3,1,23.772,16.0,2,10.0,6
8,7.3,2000.0,7.3,7.3,1,18.12,11.0,3,5.0,6
8,7.3,2000.0,7.3,7.3,1,18.912,11.0,3,5.0,6
8,7.4,3000.0,7.3,7.5,8,53.892,32.0,3,13.0,6
8,7.4,3000.0,7.4,7.5,1,232.0,21.0,3,7.0,6
9,7.7,3000.0,7.7,7.7,1,232.0,21.0,3,7.0,6
1,7.8,5000.0,7.3,7.8,11,18.672,10.0,4,10.0,0
10,8.4,5000.0,7.3,8.4,1,20.892,10.0,4,10.0,0
10,8.4,5000.0,7.3,8.4,1,18.892,10.0,4,10.0,0
8,7.4,10000.0,7.3,7.4,1,25.52,17.0,6,24.0,0
11,6.9,10000.0,7.3,6.9,1,25.52,17.0,6,24.0,0
1,6.9,10000.0,7.3,6.9,1,25.52,17.0,6,24.0,0
8,7.4,10000.0,7.3,7.4,1,25.52,17.0,6,25.0,0
11,6.9,10000.0,7.3,6.9,1,25.52,17.0,6,25.0,0
1,6.9,10000.0,7.3,6.9,1,25.52,17.0,6,25.0,0
1,11.5,10000.0,11.5,11.5,2,38.242,5.0,4,10.0,6
8,7.6,5000.0,7.6,7.6,1,21.422,5.0,4,10.0,6
8,7.6,8000.0,7.6,7.5,1,25.772,20.0,3,15.0,6
1,7.3,8000.0,7.3,7.5,1,25.772,20.0,3,15.0,6
1,7.6,8000.0,7.6,7.5,1,25.772,20.0,3,15.0,6
8,7.3,8000.0,7.3,7.5,1,25.772,20.0,3,15.0,6
8,7.5,8000.0,7.3,7.5,1,25.772,20.0,3,15.0,6
8,8.0,5500.0,7.3,8.0,1,20.282,16.0,2,16.0,6
8,7.6,5500.0,7.3,7.6,1,20.282,16.0,2,16.0,6
10,7.7,5000.0,7.3,7.7,1,252.0,9.0,5,19.0,6
11,10.0,5100.0,7.3,10.0,0,35.032,10.0,7,13.0,6
11,7.75,5100.0,7.3,7.75,1,25.082,10.0,7,13.0,6
9,9.6,5100.0,7.3,9.6,0,35.112,10.0,7,13.0,6
1,7.95,3300.0,7.3,7.95,1,25.732,3.0,2,13.0,6
8,8.0,3000.0,8.0,7.5,2,31.352,36.0,3,15.0,6
8,8.2,3000.0,8.2,7.5,0,34.232,38.0,5,12.0,6
1,8.0,5500.0,7.3,8.0,1,20.812,15.0,3,17.0,6
8,8.2,5500.0,7.3,8.2,1,20.812,15.0,3,17.0,6
9,8.0,5500.0,7.3,8.0,1,20.812,15.0,3,17.0,6
8,8.3,3000.0,4.15,12.45,1,27.832,12.0,2,13.0,6
8,8.2,5000.0,8.2,8.2,1,27.452,17.0,3,18.0,6
1,11.9,5000.0,11.9,11.9,2,41.322,17.0,3,18.0,6
8,16.0,5000.0,16.0,16.0,7,54.942,17.0,3,18.0,6
9,12.9,5000.0,12.9,12.9,2,45.542,17.0,3,18.0,6
8,13.4,5000.0,13.4,13.4,2,51.82,17.0,3,18.0,6
9,8.3,5000.0,8.3,8.3,1,27.222,17.0,3,18.0,6
1,12.4,5000.0,12.4,12.4,2,45.542,17.0,3,18.0,6
9,12.4,5000.0,12.4,12.4,2,41.42,17.0,3,18.0,6
9,13.5,5000.0,13.5,13.5,2,51.82,17.0,3,18.0,6
9,8.6,3000.0,7.3,7.5,1,28.082,52.0,4,10.0,0
1,8.4,3000.0,7.3,7.5,1,27.722,52.0,4,10.0,0
1,8.4,3000.0,7.3,7.5,1,28.082,52.0,4,10.0,0
8,8.2,5000.0,7.3,8.2,1,25.692,9.0,3,8.0,6
11,17.15,12000.0,17.15,17.15,7,55.682,3.0,5,18.0,0
2,9.0,5000.0,9.0,7.5,2,39.482,58.0,2,19.0,0
9,8.7,3000.0,8.7,8.7,5,35.392,38.0,4,13.0,6
10,9.2,3000.0,9.2,9.2,5,38.392,38.0,4,13.0,6
9,7.8,12000.0,7.8,7.5,1,26.222,5.0,6,29.0,6
9,7.8,12000.0,7.8,7.5,1,25.932,5.0,6,29.0,6
12,8.0,12000.0,8.0,7.5,1,25.732,5.0,6,29.0,6
8,8.2,12000.0,7.3,8.2,1,25.812,5.0,6,29.0,6
10,8.2,10000.0,8.2,8.2,1,25.432,4.0,8,14.0,0
9,8.9,10000.0,7.3,7.5,1,25.82,3.0,12,13.0,6
12,9.2,10000.0,7.3,7.5,1,25.472,3.0,12,13.0,6
14,8.25,10000.0,7.3,8.25,1,25.82,3.0,12,13.0,6
10,8.7,10000.0,7.3,7.5,1,25.82,3.0,12,13.0,6
14,8.25,15000.0,7.3,7.5,1,25.82,3.0,12,13.0,6
9,8.8,10000.0,7.3,7.5,1,25.792,3.0,12,13.0,6
14,8.25,15000.0,7.3,8.25,1,25.82,3.0,12,13.0,6
8,8.7,5500.0,7.3,8.7,1,20.062,12.0,3,6.0,0
8,9.2,5500.0,7.3,9.2,1,20.062,12.0,3,6.0,0
8,8.7,5500.0,7.3,8.7,1,20.062,12.0,3,6.0,6
8,10.2,8000.0,10.2,10.2,7,49.52,34.0,7,23.0,6
13,8.9,6000.0,8.9,7.5,2,39.62,34.0,7,23.0,6
9,9.1,5000.0,7.3,7.5,7,54.42,22.0,6,13.0,6
9,9.1,5550.0,7.3,7.5,7,54.42,22.0,6,13.0,6
11,8.9,9000.0,8.9,8.9,1,26.142,2.0,11,13.0,6
8,9.8,2000.0,9.8,9.8,2,43.262,12.0,2,17.0,0
7,10.2,6000.0,10.2,10.2,1,25.922,4.0,14,13.0,6
6,19.7,12000.0,19.7,19.7,7,55.022,4.0,14,13.0,6
11,9.5,6000.0,9.5,9.5,1,262.0,4.0,14,13.0,6
4,19.6,12000.0,19.6,7.5,7,55.022,4.0,14,13.0,6
12,9.2,10000.0,9.2,9.2,1,25.012,2.0,13,8.0,6
13,18.5,15000.0,18.5,18.5,7,55.012,2.0,13,8.0,6
13,18.5,15000.0,18.5,18.5,7,55.012,2.0,13,7.0,6
12,9.2,10000.0,9.2,9.2,1,25.012,2.0,13,7.0,6
8,9.8,10000.0,9.8,9.8,0,25.242,1.0,10,13.0,6
1,11.6,10500.0,7.3,11.6,1,25.332,5.0,5,3.0,6
8,9.7,15000.0,7.3,7.5,1,26.522,5.0,5,3.0,6
1,11.6,10500.0,7.3,11.6,1,26.282,5.0,5,3.0,6
1,11.7,10500.0,7.3,11.7,1,25.552,5.0,5,3.0,6
8,11.8,10500.0,7.3,11.8,1,26.282,5.0,5,3.0,6
8,11.8,10500.0,7.3,11.8,1,25.552,5.0,5,3.0,6
9,11.9,10500.0,7.3,11.9,1,26.142,5.0,5,3.0,6
10,11.9,10500.0,7.3,11.9,1,25.332,5.0,5,3.0,6
9,12.0,10500.0,7.3,12.0,1,26.522,5.0,5,3.0,6
9,12.0,10500.0,7.3,12.0,1,25.552,5.0,5,3.0,6
10,12.0,10500.0,7.3,12.0,1,25.332,5.0,5,3.0,6
9,12.1,10500.0,7.3,12.1,1,26.522,5.0,5,3.0,6
11,12.2,10500.0,7.3,12.2,1,26.522,5.0,5,3.0,6
11,12.2,10500.0,7.3,12.2,1,25.832,5.0,5,3.0,6
11,19.4,10500.0,7.3,19.4,2,39.462,5.0,5,3.0,6
14,10.3,10500.0,7.3,10.3,1,25.812,7.0,9,5.0,6
8,10.6,10000.0,10.6,7.5,1,25.112,3.0,11,2.0,6
8,10.5,10000.0,10.5,7.5,1,25.182,3.0,11,2.0,6
11,11.2,8000.0,11.2,11.2,11,36.722,41.0,6,6.0,0
8,12.0,5000.0,7.3,7.5,7,58.382,6.0,3,13.0,6
13,14.0,5000.0,14.0,14.0,7,50.862,26.0,9,5.0,0
13,13.5,5000.0,13.5,13.5,7,50.862,26.0,9,5.0,0
11,12.8,9000.0,6.4,19.2,0,32.362,4.0,10,2.0,6
13,13.3,10000.0,13.3,13.3,7,50.332,47.0,11,3.0,6
13,13.5,10000.0,13.5,13.5,7,50.332,47.0,11,3.0,6
13,13.4,10000.0,13.4,13.4,7,50.332,47.0,11,3.0,6
1,15.6,5000.0,15.6,7.5,2,44.872,17.0,4,3.0,0
1,15.4,5000.0,15.4,7.5,2,41.372,17.0,4,3.0,0
10,15.9,5000.0,15.9,15.9,2,44.872,17.0,4,3.0,0
10,15.7,5000.0,15.7,7.5,2,41.372,17.0,4,3.0,0
11,17.15,12000.0,17.15,17.15,7,55.682,3.0,5,17.0,6
11,16.9,15000.0,16.9,7.5,9,65.682,30.0,12,15.0,6
6,27.5,15000.0,27.5,27.5,7,119.132,30.0,12,15.0,6
8,19.0,10400.0,19.0,19.0,9,57.752,3.0,8,11.0,6
8,3.2,5000.0,3.2,3.2,11,10.742,58.0,2,7.0,0
1,3.0,5000.0,3.0,3.0,11,20.622,58.0,2,7.0,0
9,4.0,1000.0,4.0,4.0,11,152.0,51.0,3,7.0,0
8,4.0,1000.0,4.0,4.0,11,152.0,51.0,3,7.0,0
9,5.0,5000.0,7.3,7.5,11,152.0,51.0,3,7.0,0
1,4.3,4000.0,7.3,7.5,11,11.782,9.0,3,13.0,0
9,4.8,4000.0,7.3,7.5,11,12.082,9.0,3,13.0,0
8,5.0,5000.0,5.0,7.5,0,23.62,47.0,2,10.0,0
9,4.4,7000.0,7.3,7.5,1,20.812,15.0,3,13.0,0
8,4.9,5000.0,7.3,4.9,1,19.872,20.0,2,13.0,0
8,4.9,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
8,5.1,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
9,5.2,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
1,5.5,3500.0,2.75,7.5,1,272.0,18.0,3,13.0,0
8,5.4,5000.0,7.3,7.5,1,26.082,14.0,2,13.0,0
8,5.9,5000.0,7.3,7.5,1,26.082,14.0,2,13.0,0
8,6.0,5000.0,6.0,7.5,1,24.332,45.0,2,15.0,0
1,5.7,3000.0,7.3,7.5,1,21.292,8.0,2,36.0,6
8,5.9,3000.0,3.0,3.0,1,21.292,8.0,2,36.0,6
8,5.3,7000.0,7.3,5.3,1,20.812,13.0,3,13.0,6
1,5.7,3000.0,5.7,7.5,1,19.32,12.0,2,10.0,0
1,5.65,4000.0,7.3,5.65,11,12.322,4.0,2,16.0,6
1,5.4,7000.0,7.3,7.5,1,20.812,15.0,3,13.0,0
9,5.4,7000.0,7.3,7.5,1,20.812,14.0,3,13.0,0
8,5.4,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
1,5.5,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
8,5.8,7000.0,7.3,7.5,1,19.872,15.0,3,13.0,0
1,5.75,4000.0,7.3,5.75,11,11.022,5.0,2,15.0,0
9,5.5,7000.0,7.3,7.5,1,20.812,15.0,3,13.0,0
9,5.8,7000.0,7.3,7.5,1,20.812,15.0,3,13.0,0
9,5.6,7000.0,7.3,7.5,1,20.812,13.0,3,13.0,0
8,5.8,7000.0,7.3,7.5,1,20.812,13.0,3,13.0,0
9,5.9,7000.0,7.3,7.5,1,20.812,13.0,3,13.0,0
8,5.7,7000.0,7.3,5.7,1,26.082,13.0,3,13.0,0
9,5.7,7000.0,7.3,7.5,1,20.812,15.0,3,13.0,0
8,5.8,7000.0,7.3,5.8,1,26.082,14.0,3,13.0,0
9,5.8,7000.0,7.3,5.8,1,20.812,15.0,3,13.0,6
1,6.25,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
1,6.15,4000.0,7.3,7.5,11,122.0,17.0,2,15.0,6
1,6.15,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
1,6.3,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
8,6.35,4000.0,7.3,7.5,11,122.0,17.0,2,15.0,6
1,6.35,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
8,6.4,4000.0,7.3,7.5,11,122.0,17.0,2,15.0,6
1,6.45,4000.0,7.3,7.5,11,13.12,17.0,2,15.0,6
8,6.45,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
8,6.5,4000.0,7.3,7.5,11,12.12,17.0,2,15.0,6
9,6.2,5000.0,7.3,6.2,1,20.812,13.0,3,13.0,0
1,6.3,5000.0,7.3,6.3,1,20.812,14.0,3,13.0,6
8,6.1,7000.0,7.3,6.1,1,20.812,15.0,3,13.0,6
12,6.4,5000.0,6.4,6.4,11,19.82,34.0,9,4.0,6
10,7.0,5000.0,7.0,7.0,11,19.82,34.0,9,4.0,6
14,7.2,5000.0,7.3,7.5,11,25.032,34.0,9,4.0,6
8,6.6,3000.0,7.3,7.5,11,16.722,5.0,2,19.0,6
1,6.8,2000.0,6.8,6.8,11,18.222,37.0,3,5.0,6
9,9.6,2000.0,9.6,9.6,6,34.962,37.0,3,5.0,6
9,10.9,2000.0,10.9,10.9,6,36.52,37.0,3,5.0,6
8,7.0,5000.0,7.0,7.0,5,34.562,45.0,4,13.0,6
9,6.8,2000.0,6.8,6.8,0,252.0,39.0,3,9.0,6
8,6.3,7000.0,7.3,6.3,1,20.812,15.0,3,13.0,6
8,6.3,7000.0,7.3,6.3,1,19.872,15.0,3,13.0,0
1,6.6,4000.0,7.3,7.5,1,16.332,5.0,3,10.0,6
9,6.4,7000.0,7.3,6.4,1,21.242,7.0,3,13.0,0
8,6.7,5000.0,7.3,7.5,1,41.42,13.0,2,13.0,0
1,6.7,7000.0,7.3,7.5,1,22.252,5.0,3,13.0,0
9,6.7,7000.0,7.3,6.7,1,20.812,14.0,3,13.0,0
8,7.2,3000.0,7.2,7.5,5,402.0,30.0,3,34.0,6
1,7.2,3000.0,3.6,7.2,1,26.442,15.0,2,12.0,6
1,7.3,3000.0,7.3,7.5,1,24.782,20.0,3,9.0,6
8,6.9,7000.0,7.3,6.9,1,21.112,6.0,3,13.0,0
1,7.4,3000.0,7.3,3.7,1,24.632,19.0,3,9.0,6
1,7.8,5000.0,7.3,7.8,11,18.672,10.0,4,9.0,6
10,8.4,5000.0,7.3,8.4,1,18.892,10.0,4,9.0,6
1,7.2,7000.0,7.3,7.2,1,26.082,12.0,3,13.0,0
9,7.5,7000.0,7.3,7.5,1,26.082,12.0,3,13.0,0
8,7.2,7000.0,7.3,7.2,1,24.232,7.0,3,13.0,0
1,7.5,5500.0,7.3,7.5,1,20.812,13.0,3,18.0,0
1,7.6,5000.0,7.6,7.6,1,26.232,10.0,3,10.0,6
1,7.5,7000.0,7.3,7.5,1,25.872,10.0,3,13.0,0
9,8.4,10000.0,7.3,8.4,1,27.062,17.0,9,27.0,6
9,7.5,8000.0,7.3,7.5,1,25.572,17.0,9,27.0,6
9,9.5,10500.0,7.3,7.5,1,26.272,17.0,9,27.0,6
8,8.0,3000.0,7.3,8.0,1,23.882,9.0,2,12.0,6
10,7.7,6000.0,7.3,7.7,1,22.812,15.0,10,13.0,6
11,7.9,6000.0,7.9,7.9,1,21.792,14.0,10,15.0,6
1,8.1,5500.0,7.3,8.1,1,22.752,4.0,2,11.0,0
1,8.5,2000.0,8.5,7.5,6,36.52,49.0,2,6.0,6
1,8.3,5500.0,7.3,8.3,1,21.752,13.0,2,22.0,0
8,8.6,5500.0,7.3,8.6,1,26.652,13.0,2,22.0,0
1,8.8,5500.0,7.3,8.8,1,25.62,13.0,2,22.0,0
10,8.4,5000.0,8.4,8.4,1,252.0,21.0,7,5.0,6
8,8.4,5500.0,7.3,8.4,1,19.872,14.0,3,19.0,0
8,8.5,5500.0,7.3,8.5,1,19.872,14.0,3,19.0,0
9,8.3,7000.0,8.3,7.5,2,45.632,15.0,5,13.0,6
1,8.6,5500.0,7.3,8.6,1,20.442,9.0,2,8.0,0
1,8.6,5500.0,7.3,8.6,1,20.382,9.0,2,8.0,0
10,8.5,7000.0,8.5,8.5,0,362.0,54.0,6,3.0,6
6,8.2,10000.0,7.3,8.2,1,25.642,12.0,12,12.0,6
10,9.0,8000.0,9.0,9.0,1,35.062,8.0,4,13.0,6
9,9.0,10000.0,9.0,7.5,0,25.922,2.0,8,19.0,6
10,9.5,10000.0,9.5,7.5,0,25.922,2.0,8,19.0,6
9,9.0,10000.0,9.0,7.5,0,25.922,2.0,8,18.0,6
10,9.5,10000.0,9.5,7.5,0,25.922,2.0,8,18.0,6
1,9.9,5000.0,7.3,9.9,11,43.472,16.0,3,12.0,6
8,10.0,4000.0,7.3,10.0,2,39.742,22.0,3,12.0,6
8,10.0,5000.0,7.3,7.5,7,43.422,31.0,3,15.0,6
1,9.8,10000.0,9.8,7.5,2,38.552,5.0,4,31.0,6
15,10.1,8000.0,7.3,10.1,1,24.082,13.0,10,5.0,6
10,10.1,8000.0,7.3,10.1,1,24.082,13.0,10,5.0,6
9,11.4,5000.0,11.4,7.5,2,45.472,11.0,3,16.0,6
9,11.3,5000.0,11.3,11.3,2,41.852,11.0,3,16.0,6
2,11.5,5000.0,11.5,11.5,10,842.0,59.0,2,18.0,6
11,11.2,8000.0,11.2,11.2,11,36.722,41.0,6,7.0,6
13,11.9,5000.0,11.9,11.9,5,45.312,25.0,8,10.0,6
9,11.9,5000.0,11.9,11.9,5,45.312,25.0,8,10.0,0
9,13.5,5000.0,13.5,13.5,7,64.642,19.0,8,18.0,6
10,15.7,7000.0,15.7,15.7,2,47.192,17.0,5,3.0,6
0,27.0,5000.0,27.0,27.0,9,78.162,4.0,3,15.0,6
1,28.0,5000.0,56.0,28.0,9,78.162,4.0,3,15.0,6
3,28.0,5000.0,56.0,28.0,9,78.162,4.0,3,15.0,6
0,28.0,5000.0,56.0,28.0,9,78.162,4.0,3,17.0,6
8,2.3,5000.0,7.3,7.5,11,122.0,62.0,2,13.0,6
8,4.0,5000.0,7.3,7.5,1,202.0,54.0,2,9.0,6
8,4.0,5000.0,4.0,4.0,1,19.872,54.0,2,15.0,6
8,3.9,3000.0,7.3,7.5,1,13.552,32.0,2,13.0,6
8,4.0,4000.0,7.3,7.5,11,16.52,31.0,3,13.0,6
9,5.0,4000.0,7.3,7.5,6,29.812,31.0,3,13.0,6
10,4.3,4000.0,7.3,7.5,11,18.52,31.0,4,13.0,6
9,4.4,4000.0,7.3,7.5,11,18.52,31.0,4,13.0,6
10,4.4,5000.0,7.3,7.5,11,18.52,31.0,4,13.0,6
1,4.8,3000.0,7.3,7.5,11,13.72,20.0,2,11.0,0
8,4.5,3000.0,7.3,7.5,11,11.282,20.0,2,11.0,0
8,4.5,3000.0,7.3,7.5,11,11.282,20.0,2,16.0,6
1,5.0,5000.0,7.3,7.5,11,232.0,49.0,2,13.0,6
1,4.9,5000.0,7.3,7.5,11,232.0,49.0,2,13.0,6
1,5.0,5000.0,7.3,7.5,1,232.0,49.0,2,13.0,6
1,5.12,5000.0,7.3,7.5,1,232.0,49.0,2,13.0,6
8,4.6,4000.0,2.3,2.3,1,20.092,31.0,2,15.0,6
1,4.6,5000.0,7.3,7.5,1,19.872,21.0,2,13.0,0
8,4.5,5000.0,7.3,7.5,1,19.872,21.0,2,13.0,0
1,5.0,5000.0,5.0,5.0,11,152.0,29.0,2,17.0,0
8,4.7,3000.0,7.3,7.5,11,152.0,28.0,3,37.0,6
1,5.1,5000.0,5.1,7.5,1,17.652,32.0,2,14.0,6
8,4.8,3000.0,7.3,7.5,11,172.0,37.0,2,14.0,6
1,5.2,5000.0,7.3,7.5,1,19.42,51.0,2,13.0,6
1,5.3,5000.0,7.3,5.3,0,232.0,51.0,2,13.0,6
1,5.3,1000.0,7.3,7.5,1,202.0,51.0,2,13.0,6
8,4.7,5000.0,7.3,7.5,1,19.872,21.0,2,13.0,6
1,5.3,1000.0,7.3,7.5,11,19.442,51.0,2,12.0,6
1,5.3,5000.0,7.3,5.3,1,202.0,51.0,2,12.0,6
8,5.3,5000.0,7.3,7.5,1,16.612,31.0,2,15.0,0
8,5.3,5000.0,7.3,7.5,11,202.0,31.0,2,15.0,0
8,5.5,5000.0,7.3,7.5,11,18.52,31.0,2,15.0,0
8,5.0,5000.0,7.3,7.5,1,19.872,20.0,2,13.0,0
8,5.1,5000.0,7.3,7.5,1,19.872,20.0,2,13.0,0
1,4.8,5000.0,7.3,7.5,1,19.872,20.0,2,13.0,0
8,5.3,5000.0,5.3,5.3,11,19.62,35.0,2,13.0,6
8,5.3,5000.0,5.3,5.3,11,19.652,35.0,2,13.0,6
1,5.5,5000.0,5.5,5.5,1,12.962,38.0,2,12.0,6
1,5.3,5000.0,5.3,5.3,11,16.22,38.0,2,12.0,6
8,5.5,5000.0,7.3,5.5,1,25.922,47.0,3,15.0,0
8,5.8,5000.0,7.3,5.8,0,26.42,47.0,3,15.0,0
8,5.37,1300.0,5.37,5.37,1,20.462,44.0,2,10.0,6
8,5.2,3000.0,7.3,7.5,1,17.322,56.0,3,14.0,6
8,5.5,3000.0,7.3,7.5,1,192.0,56.0,3,14.0,6
10,5.5,5000.0,7.3,5.5,11,17.012,39.0,4,11.0,6
10,5.5,5000.0,7.3,5.5,1,18.562,39.0,4,11.0,6
10,5.2,3000.0,7.3,7.5,11,18.562,39.0,4,11.0,6
1,5.5,5000.0,5.5,5.5,11,18.562,39.0,4,11.0,6
8,5.5,5000.0,5.5,7.5,1,17.732,42.0,2,15.0,0
1,5.2,3000.0,7.3,7.5,1,162.0,34.0,2,20.0,0
8,5.35,2500.0,7.3,5.35,1,19.642,38.0,3,13.0,6
8,5.3,5000.0,7.3,5.3,1,19.872,17.0,2,13.0,0
8,5.4,5000.0,7.3,5.4,1,19.872,17.0,2,13.0,0
1,5.3,3000.0,7.3,7.5,1,13.612,2.0,3,18.0,6
1,5.5,3000.0,7.3,7.5,1,14.262,2.0,3,18.0,6
8,5.6,5000.0,7.3,7.5,1,122.0,37.0,2,7.0,6
1,5.2,5000.0,7.3,7.5,1,20.282,17.0,2,13.0,0
8,5.4,5000.0,7.3,7.5,1,20.282,17.0,2,13.0,0
8,5.2,5000.0,7.3,5.2,1,20.282,20.0,2,13.0,6
1,5.4,3000.0,7.3,7.5,11,16.52,68.0,2,10.0,0
1,5.3,4000.0,7.3,7.5,11,10.542,2.0,2,30.0,6
8,5.5,4000.0,7.3,7.5,11,10.542,2.0,2,30.0,6
8,5.8,5000.0,2.9,2.9,1,18.782,30.0,2,16.0,6
1,9.2,5000.0,4.6,4.6,6,34.782,30.0,2,16.0,6
1,9.8,1000.0,4.9,4.9,5,34.52,30.0,2,16.0,6
8,5.6,2000.0,5.6,7.5,1,20.462,36.0,2,11.0,0
8,5.5,3000.0,2.75,5.5,11,20.462,15.0,4,13.0,6
1,5.7,5000.0,7.3,7.5,1,20.282,17.0,2,13.0,0
8,5.3,5000.0,7.3,7.5,1,20.282,17.0,2,13.0,0
